Status,Listing ID,Full Street Address,List Price,Subdivision/Neighborhood,Style,Structure Type,Beds,Bathrooms Full,Bathrooms Half,Levels/Stories,Fireplaces Total,Basement YN,Lot Size SqFt,Year Built,DOM,CDOM,Close Date,Close Price,Concessions Amt 
Closed,MDAA460740,431 Greenwood Rd,"$479,900 ",LINTHICUM HEIGHTS,Colonial,Detached,3,2,1,3,,Yes,18000,1925,8,8,4/29/2021,"$485,000 ",
Closed,MDMC742812,12613 Laurie Dr,"$480,000 ",FAIRVIEW ESTATES,Split Level,Detached,5,2,,3.5,1,Yes,9750,1965,3,3,2/26/2021,"$485,000 ",
Closed,MDAA456404,1308 Regina Way,"$485,000 ",CARRINGTON WOODS,"Colonial, Craftsman",Detached,4,2,1,3,,Yes,4064,2016,3,3,2/12/2021,"$485,000 ",
Closed,MDPG602612,8422 Oak Stream Dr,"$425,000 ",MONTPELIER FOREST,Colonial,Detached,5,3,1,3,1,Yes,10088,1978,7,7,5/12/2021,"$485,000 ",
Closed,MDAA461958,7792 Gabriel Garth Ct,"$475,000 ",YOUNGS FARM ESTATES,Contemporary,Detached,3,3,1,2.5,1,Yes,7651,1996,5,5,4/15/2021,"$485,000 ","$1,700 "
Closed,MDAA457436,1909 Ridgewood Rd,"$469,900 ",RIDGEWOOD ESTATES,Traditional,Detached,4,2,1,3,1,Yes,53578,1983,9,9,3/3/2021,"$485,000 ",
Closed,MDHW294320,8745 Fairhaven Pl,"$495,000 ",HERITAGE WOODS,Colonial,Detached,4,3,1,3,,Yes,7448,1986,3,3,5/27/2021,"$485,000 ",
Closed,MDMC745396,8843 Beavercreek Ln,"$445,000 ",MEADOWVALE,Colonial,Detached,4,2,1,3,1,Yes,8073,1986,6,6,4/9/2021,"$485,000 ",
Closed,MDHW289916,8847 Tidesebb Ct,"$469,900 ",VILLAGE OF LONG REACH,Colonial,Detached,4,2,1,3,1,Yes,11844,1972,6,6,3/19/2021,"$485,000 ",
Closed,MDMC752488,18920 Glendower Rd,"$460,000 ",CHARLENE,Contemporary,Detached,4,2,1,2,1,No,9343,1975,11,11,5/24/2021,"$485,000 ",
Closed,MDHW288728,6222 Resting Sea,"$513,000 ",NONE AVAILABLE,Bi-Level,Detached,4,2,1,2,1,No,8658,1979,20,20,2/5/2021,"$485,000 ",
Closed,MDMC741052,2 Cedar Ave,"$485,000 ",OBSERVATORY HEIGHTS,Farmhouse/National Folk,Detached,5,2,0,3,,Yes,10920,1940,15,15,4/1/2021,"$485,000 ","$14,550 "
Closed,MDCR202534,6116 Rolling View Dr,"$445,000 ",LONG MEADOWS,Split Level,Detached,4,3,1,3,2,Yes,21874,1963,4,4,4/9/2021,"$485,000 ",
Closed,MDMC758568,11813 Mentone Rd,"$479,000 ",GARRETT FOREST,Split Level,Detached,3,3,0,4,,Yes,7500,1958,6,6,6/11/2021,"$485,700 ",
Closed,MDCR204348,1374 Jay Rd,"$450,000 ",ELDERSBURG,Colonial,Detached,4,2,1,3,,Yes,10520,1995,10,10,6/17/2021,"$486,000 ",
Closed,MDMC737166,4 Brighton Ter,"$499,900 ",BRIGHTON EAST,Colonial,Detached,4,2,1,3,1,Yes,9350,1973,39,39,1/26/2021,"$486,000 ","$14,000 "
Closed,MDMC743250,1606 Bradley Ave,"$489,000 ",TWINBROOK FOREST,Cape Cod,Detached,4,2,,2,1,No,6600,1954,5,5,4/23/2021,"$487,000 ",
Closed,MDMC741488,13417 Grenoble Dr,"$490,000 ",WHEATON WOODS,Cape Cod,Detached,4,2,,3,,Yes,6917,1954,6,6,3/18/2021,"$487,000 ",
Closed,MDAA459242,7690 Early Spring Way,"$465,000 ",GRAHAM FARM,Colonial,Detached,4,3,1,3,1,Yes,7443,1995,7,7,4/9/2021,"$487,000 ",
Closed,MDHW291124,10359 Buglenote Way,"$459,900 ",VILLAGE OF HICKORY RIDGE,Contemporary,Detached,3,2,,2,1,No,13416,1977,2,2,4/9/2021,"$487,500 ",
Closed,MDPG589650,15913 Jerald Rd,"$485,000 ",ECHO FARMS,Split Level,Detached,5,2,1,4,1,Yes,9120,1968,6,6,1/29/2021,"$487,900 ",
Closed,MDMC757098,519 Baltimore Rd,"$459,000 ",JANETA,Raised Ranch/Rambler,Detached,3,2,0,1,,Yes,7667,1960,6,6,6/18/2021,"$488,000 ",
Closed,MDMC749010,18516 Flower Hill Way,"$460,000 ",FLOWER HILL,Split Level,Detached,3,2,1,4,1,Yes,8514,1983,5,5,4/26/2021,"$489,000 ",
Closed,MDMC2000430,19119 Roman Way,"$459,900 ",COURTS OF WHETSTONE,Contemporary,Detached,4,2,1,3,1,Yes,4050,1968,5,5,3/31/2021,"$489,700 ",
Closed,MDMC751456,3201 Plyers Mill Rd,"$489,900 ",OAKLAND TERRACE,Cape Cod,Detached,3,2,,3,,Yes,5995,1943,5,5,5/13/2021,"$489,900 ",
Closed,MDCR203812,965 Sperry Way,"$489,990 ",NONE AVAILABLE,Other,Detached,0,0,,2,,No,1480,2020,0,0,1/15/2021,"$489,990 ",
Closed,MDMC746546,8700 Waxwing Ter,"$425,000 ",QUAIL VALLEY,Split Foyer,Detached,4,3,,2,,Yes,13068,1984,6,6,5/4/2021,"$490,000 ",
Closed,MDMC759502,10001 Sidney Rd,"$475,000 ",ARGYLE CLUB ESTATES,Colonial,Detached,3,1,1,3,,Yes,6705,1948,5,5,6/22/2021,"$490,000 ",
Closed,MDMC747932,4508 Aspen Hill Rd,"$479,900 ",WHEATON WOODS,Split Level,Detached,4,2,0,4,,Yes,6098.4,1955,5,5,3/31/2021,"$490,000 ",
Closed,MDMC757014,2708 Munson St,"$470,000 ",GLENMONT FOREST,Cape Cod,Detached,3,2,,3,,Yes,8392,1949,4,4,6/11/2021,"$490,000 ",
Closed,MDHW289610,8014 Hillrise Ct,"$500,000 ",NONE AVAILABLE,Colonial,Detached,5,2,,3,,Yes,7822,1985,29,29,4/7/2021,"$490,000 ",
Closed,MDMC739372,11310 Galt Ave,"$489,999 ",WHEATON HILLS,Cape Cod,Detached,6,3,,3,,Yes,8738,1950,9,9,3/5/2021,"$490,000 ","$5,000 "
Closed,MDHW290566,10417 Fair Oaks,"$435,000 ",CLEMENS CROSSING,Colonial,Detached,3,2,1,2,1,No,11979,1982,2,2,3/31/2021,"$490,000 ",
Closed,MDPG603200,511 Gorman Ave,"$465,000 ",LAUREL PARK,"Other, Transitional",Detached,3,4,,3,1,Yes,9884,2011,13,13,5/28/2021,"$490,000 ",
Closed,MDHW288454,6730 Sewells Orchard Dr,"$464,900 ",SEWELLS ORCHARD,Colonial,Detached,4,2,1,2,1,Yes,7361,1986,5,5,12/30/2020,"$490,000 ",
Closed,MDAA465076,7804 Montreal Ct,"$479,987 ",THE PROVINCES,Colonial,Detached,4,2,1,2,,Yes,10460,1990,2,2,6/1/2021,"$490,000 ",
Closed,MDMC746262,13508 Wisteria Dr,"$511,000 ",CHURCHILL TOWN SECTOR,Split Level,Detached,4,3,,3,1,Yes,7719,1981,9,9,4/21/2021,"$490,000 ",
Closed,MDMC736496,302 Cedar Ln,"$499,900 ",TWINBROOK,Cape Cod,Detached,4,2,,2.5,1,No,7470,1953,29,29,1/14/2021,"$490,000 ","$14,700 "
Closed,MDMC738900,13809 Wisteria Dr,"$490,000 ",CHURCHILL TOWN SECTOR,Colonial,Detached,4,2,1,3,1,Yes,9025,1978,6,6,2/12/2021,"$490,000 ",
Closed,MDMC738072,12611 Farnell Dr,"$490,000 ",GLENMONT HILLS,Ranch/Rambler,Detached,5,3,,2,,No,7054,1949,17,17,2/4/2021,"$490,000 ","$12,500 "
Closed,MDAA2000124,1218 Somerset Rd,"$460,000 ",THOMPSON FARMS,Colonial,Detached,4,3,,3,1,Yes,18000,1988,2,2,5/24/2021,"$490,000 ",
Closed,MDMC746328,10617 Seneca Spring Way,"$499,500 ",STEDWICK,Colonial,Detached,4,2,1,3,1,Yes,6985,1971,9,9,4/27/2021,"$490,000 ",
Closed,MDFR279890,5405 Sidney Rd,"$469,900 ",PROSPECT VIEW,Split Foyer,Detached,5,3,1,2.5,,Yes,26136,1973,4,4,6/3/2021,"$492,000 ",
Closed,MDHW292106,9441 Glen Ridge Dr,"$450,000 ",NORTH RIDGE,Colonial,Detached,4,2,1,3,1,Yes,6011,1985,5,5,5/17/2021,"$492,000 ",
Closed,MDPG607392,13712 Shannon Ave,"$499,900 ",LAUREL LAKES,Colonial,Detached,3,3,1,3,1,Yes,6055,1988,5,5,6/18/2021,"$492,500 ",
Closed,MDAA467662,537 Highmeadow Dr,"$492,784 ",HIGHMEADOW HILLS,Traditional,Detached,4,2,1,2,,No,10890,2021,0,0,3/15/2021,"$492,784 ","$15,000 "
Closed,MDMC744522,11712 Georgia,"$484,900 ",WHEATON,Colonial,Detached,3,2,,3,1,Yes,7200,1949,69,69,5/19/2021,"$493,000 ",
Closed,MDMC735540,4706 Topping Rd,"$498,500 ",RANDOLPH HILLS,Raised Ranch/Rambler,Detached,5,3,,2,,Yes,8700,1955,37,37,2/12/2021,"$493,500 ",
Closed,MDAA455416,7921 Barnhill Cir,"$479,000 ",ANDORICK ACRES,Raised Ranch/Rambler,Detached,4,3,,1,,Yes,20412,1986,4,4,1/21/2021,"$493,500 ",$800 
Closed,MDMC736466,4008 Shaler Dr,"$489,000 ",CONN AVE HILLS,"Bungalow, Cape Cod",Detached,3,3,,2,,Yes,5236,1960,12,12,1/8/2021,"$494,000 ",
Closed,MDMC747832,1032 Welsh Dr,"$489,950 ",HUNGERFORD,Ranch/Rambler,Detached,3,2,,2,,Yes,7200,1958,6,6,5/3/2021,"$495,000 ",
Closed,MDMC760076,3921 Kincaid Ter,"$429,000 ",ROCK CREEK PALISADES,Ranch/Rambler,Detached,2,2,,1,,No,5518,1951,3,3,6/18/2021,"$495,000 ",
Closed,MDMC745896,12909 Goodhill Rd,"$495,000 ",CONN AVE ESTATES,Cape Cod,Detached,4,2,0,3,,Yes,7200,1955,6,6,5/10/2021,"$495,000 ",
Closed,MDAA462676,756 Old Stevenson Rd,"$495,000 ",NONE AVAILABLE,Cape Cod,Detached,6,3,,3,,Yes,43560,1957,7,7,5/19/2021,"$495,000 ","$1,600 "
Closed,MDHW290496,1920 Daisy Rd,"$489,900 ",NONE AVAILABLE,Ranch/Rambler,Detached,3,3,,2,1,Yes,92783,1973,3,3,3/18/2021,"$495,000 ",
Closed,MDHW288468,5017 Durham Ct,"$495,000 ",BEAVERBROOK,Split Foyer,Detached,4,3,0,2,1,Yes,26310,1963,3,3,1/14/2021,"$495,000 ",
Closed,MDBC527058,607 Rest Ave,"$490,000 ",OELLA/CATONSVILLE,Colonial,Detached,4,3,,3,,Yes,13244,1930,4,4,6/4/2021,"$495,000 ",
Closed,MDPG604742,15900 Bradford Dr,"$469,900 ",ROLLANDWOOD,Ranch/Rambler,Detached,4,3,,2,2,Yes,20294,1962,6,6,5/14/2021,"$495,000 ",
Closed,MDMC736930,12910 Moray Rd,"$495,000 ",CONN AVE PARK,Split Level,Detached,4,2,1,2,2,Yes,6778,1956,29,29,1/29/2021,"$495,000 ",$500 
Closed,MDHW293818,10471 Fair Oaks,"$469,800 ",CLEMENS CROSSING,Colonial,Detached,4,2,1,2,1,No,12066,1980,0,0,6/25/2021,"$495,000 ",
Closed,MDHW290654,6266 Winters Ln,"$450,000 ",HANOVER,A-Frame,Detached,3,3,0,3,0,Yes,31310,2001,4,4,4/1/2021,"$495,000 ",
Closed,MDHW291682,6256 Plaited Reed,"$450,000 ",HICKORY RIDGE,Split Level,Detached,4,2,1,3,1,Yes,8832,1976,5,5,5/12/2021,"$495,000 ",
Closed,MDPG603876,15511 Bounds Ave,"$449,500 ",SANDY SPRING ESTATES,Colonial,Detached,4,2,1,3,1,Yes,10000,1969,3,3,5/19/2021,"$495,000 ",
Closed,MDMC749398,19117 Rhodes Way,"$449,000 ",COURTS OF WHETSTONE,Contemporary,Detached,3,2,1,2,1,No,4050,1971,5,5,5/14/2021,"$495,000 ",
Closed,MDHW292440,8999 Sidelong Pl,"$495,000 ",VILLAGE OF LONG REACH,Split Level,Detached,4,2,,3,1,No,8460,1972,8,8,5/5/2021,"$495,000 ",
Closed,MDMC736544,13900 Darnestown Rd,"$499,900 ",DARNESTOWN OUTSIDE,Colonial,Detached,4,2,1,4,,No,52272,1880,14,14,12/30/2020,"$495,000 ",
Closed,MDHW293744,8265 Lincoln Dr,"$510,000 ",NONE AVAILABLE,Ranch/Rambler,Detached,6,4,1,1,1,Yes,19435,1992,4,4,6/11/2021,"$495,000 ","$14,850 "
Closed,MDHW290570,5055 Eliots Oak Rd,"$489,900 ",LONGFELLOW,Colonial,Detached,5,3,1,2,1,Yes,8659,1970,6,6,5/21/2021,"$495,000 ",
Closed,MDAA455346,419 Joyce Dr,"$495,000 ",DEGRANGE,Cape Cod,Detached,5,4,1,3,3,Yes,18395,1957,1,1,12/31/2020,"$495,000 ","$4,000 "
Closed,MDMC737290,18408 Cape Jasmine Way,"$485,000 ",FLOWER HILL,Colonial,Detached,4,3,1,3,1,Yes,8280,1986,4,4,2/4/2021,"$496,000 ",
Closed,MDHW288782,6034 River Birch Ct,"$500,000 ",CANBURY WOODS,Colonial,Detached,4,3,1,3,1,Yes,8409,1990,3,3,1/29/2021,"$496,000 ",
Closed,MDAA455536,1429 Harvey Ave,"$460,000 ",ASHTON WOODS,Colonial,Detached,6,3,1,2,1,Yes,7000,2000,2,2,2/12/2021,"$497,000 ",
Closed,MDHW290552,6008 Flywheel Ct,"$498,000 ",CLARYS FOREST,Colonial,Detached,4,2,2,3,1,Yes,5279,1986,4,4,4/5/2021,"$498,000 ",
Closed,MDAA470410,7871 Wb And A Rd,"$489,000 ",AA COUNTY,Tudor,Detached,6,3,,3,,Yes,38333,1997,5,5,6/22/2021,"$498,000 ",
Closed,MDHW290898,3106 Hayfield Dr,"$300,000 ",VALLEY MEDE,"Colonial, Traditional",Detached,4,2,1,3,1,Yes,24959,1966,10,10,3/31/2021,"$498,750 ",
Closed,MDMC741748,11407 Gilsan St,"$499,000 ",KEMP MILL ESTATES,Split Level,Detached,4,2,1,3,2,Yes,10058,1961,0,0,3/11/2021,"$499,000 ","$4,000 "
Closed,MDHW289280,9478 Ridgeview Dr,"$480,000 ",OAK RIDGE,Colonial,Detached,4,3,1,2,1,Yes,8755,1993,9,9,3/25/2021,"$499,000 ",
Closed,MDAA456878,1783 Lasalle Pl,"$510,000 ",THE PROVINCES,Colonial,Detached,5,2,1,3,1,Yes,7144,1994,5,5,2/19/2021,"$499,167 ","$5,000 "
Closed,MDFR2000026,1004 S Main St,"$499,900 ",MT AIRY,Colonial,Detached,5,2,1,4,,Yes,20440,1910,8,8,5/10/2021,"$499,900 ",
Closed,MDAA459496,429 Cleveland Rd,"$499,999 ",LINTHICUM HEIGHTS,Colonial,Detached,4,3,1,2,,Yes,6950,2014,36,36,4/21/2021,"$499,999 ","$10,000 "
Closed,MDMC751684,11401 Schuylkill Rd,"$520,000 ",RANDOLPH HILLS,Ranch/Rambler,Detached,6,2,,2,,Yes,6256,1959,11,11,5/21/2021,"$500,000 ",
Closed,MDMC736068,11327 Schuylkill Rd,"$489,900 ",RANDOLPH HILLS,Ranch/Rambler,Detached,3,2,,2,,Yes,6044,1959,9,9,2/5/2021,"$500,000 ",
Closed,MDMC748088,3833 Wendy Ln,"$469,900 ",HARMONY HILLS,Split Foyer,Detached,4,3,0,2,,Yes,8198,1955,6,6,4/23/2021,"$500,000 ",
Closed,MDMC754818,2004 Stanley Ave,"$489,000 ",ROCKLAND,Ranch/Rambler,Detached,4,2,,1,,Yes,6227,1954,3,3,5/28/2021,"$500,000 ",
Closed,MDMC737176,4601 Tallahassee Ave,"$510,000 ",ASPEN HILL PARK,Split Level,Detached,3,2,0,2,1,Yes,7994,1957,11,11,1/15/2021,"$500,000 ",
Closed,MDMC752400,3918 Halsey St,"$475,000 ",ROCK CREEK PALISADES,Ranch/Rambler,Detached,3,2,0,1,,No,5795,1951,6,6,5/26/2021,"$500,000 ",
Closed,MDMC751986,10702 Glenhaven Dr,"$465,000 ",NORTHBROOK ESTATES,Ranch/Rambler,Detached,3,2,,2,1,Yes,7966,1951,6,6,5/14/2021,"$500,000 ",
Closed,MDMC737826,12105 Sioux Pl,"$499,900 ",QUINCE ORCHARD MANOR,Split Foyer,Detached,3,3,,2,,Yes,10206,1981,10,20,1/29/2021,"$500,000 ",
Closed,MDMC752266,13116 Okinawa Ave,"$449,999 ",TWINBROOK,Cape Cod,Detached,4,2,,2,1,No,6600,1950,6,6,5/7/2021,"$500,000 ",
Closed,MDMC750826,132 Tulip Dr,"$473,900 ",DEER PARK,Ranch/Rambler,Detached,4,3,,2,,Yes,10009,1955,4,4,5/21/2021,"$500,000 ",
Closed,MDMC736718,916 Allan Rd,"$475,000 ",BURGUNDY KNOLLS,Split Foyer,Detached,5,3,,2,,Yes,8659,1976,6,6,1/6/2021,"$500,000 ",
Closed,MDCR203294,7223 Honeybush Dr,"$429,900 ",NONE AVAILABLE,Split Foyer,Detached,4,3,,2,1,Yes,31885,1988,4,4,5/5/2021,"$500,000 ",
Closed,MDMC759190,8808 Alliston Hollow Way,"$450,000 ",HUNTERS WOODS,Split Foyer,Detached,5,3,,2,1,Yes,11087,1983,5,5,6/25/2021,"$500,000 ",
Closed,MDHW290532,3526-N N Chatham Rd,"$424,900 ",CHENOWITH,Raised Ranch/Rambler,Detached,4,3,,2,1,Yes,20100,1998,4,4,3/31/2021,"$500,000 ",
Closed,MDHW289994,2824 Willow Ln,"$500,000 ",CHESTNUT HILL ESTATES,Ranch/Rambler,Detached,4,2,1,2,2,Yes,19994,1958,24,24,4/8/2021,"$500,000 ",
Closed,MDMC735904,5707 Wainwright Ave,"$499,999 ",TWINBROOK,Cape Cod,Detached,4,2,,2,1,No,6440,1953,49,49,2/25/2021,"$500,000 ",
Closed,MDMC748928,11200 Markwood Dr,"$435,000 ",WHEATON OUT RES. (2),Split Foyer,Detached,4,2,1,2,,Yes,9194,1959,7,7,5/12/2021,"$500,000 ",
Closed,MDHW291280,6752 Flapjack Ln,"$450,000 ",VILLAGE OF KINGS CONTRIVANCE,Split Level,Detached,3,2,1,4,1,Yes,12362,1979,5,5,4/13/2021,"$500,000 ",
Closed,MDMC750540,16629 Alden Ave,"$465,000 ",ROSEMONT,Ranch/Rambler,Detached,3,3,,2,1,Yes,23910,1957,5,5,4/29/2021,"$500,000 ",
Closed,MDMC746266,12804 Leahy Dr,"$515,000 ",TWINBROOK,Cape Cod,Detached,4,1,1,2,1,No,6186,1953,19,19,5/20/2021,"$500,000 ","$6,400 "
Closed,MDAA455144,7281 Forest Ave,"$525,000 ",LENNOX PARK,Contemporary,Detached,3,3,,3,1,Yes,324958,1989,6,6,3/5/2021,"$500,000 ",
Closed,MDCR202234,5711 Woodbine Rd,"$499,000 ",WOODBINE ACRES,Ranch/Rambler,Detached,5,2,,2,1,Yes,21866,1973,24,24,4/27/2021,"$500,000 ","$12,500 "
Closed,MDMC757462,403 Sanders Ln,"$500,000 ",WHETSTONE RUN,Colonial,Detached,3,2,1,3,,Yes,11454,1987,5,5,6/23/2021,"$500,000 ","$10,000 "
Closed,MDMC758082,4208 Havard St,"$469,000 ",STONEYBROOK ESTATES,Split Level,Detached,4,2,,4,,Yes,7800,1960,4,4,6/18/2021,"$500,000 ",
Closed,MDMC758796,13113 Bluhill Rd,"$480,000 ",CONNECTICUT AVENUE ESTATES,"Cape Cod, Split Level",Detached,5,3,1,3,,Yes,9699,1956,5,5,6/25/2021,"$500,000 ",
Closed,MDCR203276,6113 Oak Hill Dr,"$485,000 ",FREEDOM FOREST,Split Foyer,Detached,4,3,,2.5,1,Yes,19166,1968,6,6,5/6/2021,"$500,000 ",
Closed,MDHW289550,4730 Hale Haven Dr,"$499,900 ",ORCHARD RIDGE,Colonial,Detached,3,2,1,3,1,Yes,25569,1981,3,53,2/24/2021,"$500,000 ",
Closed,MDMC760546,7614 Creekstone Ct,"$479,900 ",EMORY GROVE PARK,Colonial,Detached,5,3,1,3,1,Yes,4791.6,1985,5,5,6/17/2021,"$500,000 ",$500 
Closed,MDMC738306,5204 Drake Ter,"$495,000 ",ROCK CREEK MANOR,Colonial,Detached,4,2,1,4,1,Yes,11064,1966,3,3,2/4/2021,"$500,000 ","$7,000 "
Closed,MDHW289756,6299 Leafy Screen,"$449,900 ",VILLAGE OF OWEN BROWN,Split Level,Detached,4,3,,4,1,Yes,14900,1973,7,7,3/4/2021,"$500,000 ",
Closed,MDMC757002,13913 Broomall Ln,"$499,000 ",STRATHMORE AT BEL PRE,Ranch/Rambler,Detached,4,2,,1,1,No,15254,1971,7,7,6/25/2021,"$500,000 ",
Closed,MDHW291514,9375 Guilford Rd,"$475,000 ",COLUMBIA,Colonial,Detached,4,4,,3,,Yes,10193,1995,10,10,6/11/2021,"$500,000 ","$16,850 "
Closed,MDHW290694,10114 Cape Ann Dr,"$475,000 ",VILLAGE OF KINGS CONTRIVANCE,Colonial,Detached,4,2,1,3,1,Yes,6955,1977,7,7,4/5/2021,"$500,000 ",
Closed,MDMC735710,3104 Verona Ct,"$499,000 ",GEORGIAN FOREST,Cape Cod,Detached,5,3,,3,1,Yes,10452,1957,6,6,1/14/2021,"$500,000 ",
Closed,MDCR203588,7344 Springfield Ave,"$458,000 ",TOWN OF SYKESVILLE,Victorian,Detached,4,2,0,4,1,Yes,74052,1902,3,3,5/14/2021,"$500,000 ",
Closed,MDHW291056,2758 Deerfield Dr,"$500,000 ",CHESTNUT HILL ESTATES,Cape Cod,Detached,5,3,,3,1,Yes,19994,1966,7,7,4/20/2021,"$500,000 ","$10,000 "
Closed,MDHW288598,10260 Shaker Dr,"$545,000 ",KINGS CONTRIVANCE,"Colonial, Traditional, Transitional",Detached,4,3,1,3,1,Yes,10800,1978,35,98,2/26/2021,"$500,000 ",
Closed,MDHW289848,8722 Hummingbird Ct,"$475,000 ",CARDINAL FOREST,Colonial,Detached,4,2,1,3,1,Yes,16160,1984,14,14,4/19/2021,"$500,000 ",
Closed,MDPG604142,8022 Alloway Ln,"$550,000 ",LONGWOOD,Colonial,Detached,4,3,1,3,1,Yes,7664,2002,18,51,6/17/2021,"$500,000 ",
Closed,MDAA460476,7718 Harmans Rd,"$465,000 ",HARMANS WOODS,Colonial,Detached,4,2,1,3,1,Yes,15243,1984,3,3,4/7/2021,"$500,000 ",
Closed,MDHW291382,9008 Flicker Pl,"$450,000 ",VILLAGE OF LONG REACH,Raised Ranch/Rambler,Detached,4,3,0,2,,No,6677,1973,3,3,5/3/2021,"$500,000 ",
Closed,MDPG603266,15804 Wayne Ave,"$525,000 ",ROLLANDWOOD,Colonial,Detached,4,2,1,2,1,Yes,11745,1974,10,10,5/26/2021,"$500,000 ",
Closed,MDAA461540,120 Bragg Blvd,"$499,999 ",SEVEN OAKS,Colonial,Detached,4,3,1,3,1,Yes,9823,1993,9,9,4/30/2021,"$500,000 ","$13,000 "
Closed,MDHW291050,9383 Rustling Leaf,"$499,000 ",VILLAGE OF OWEN BROWN,"Colonial, Dutch",Detached,5,2,1,3,1,Yes,10000,1974,12,12,4/19/2021,"$500,000 ",
Closed,MDMC740364,14913 McKnew Rd,"$470,000 ",VALLEY STREAM ESTATES,Colonial,Detached,4,3,1,3,1,Yes,5251,1986,6,6,2/1/2021,"$500,100 ",
Closed,MDMC756200,4211 Colie Dr,"$499,950 ",STONEYBROOK ESTATES,Ranch/Rambler,Detached,6,3,,2,,Yes,8457,1957,8,8,6/1/2021,"$501,000 ",
Closed,MDHW292270,6406 Lookinglass Ln,"$450,000 ",VILLAGE OF OWEN BROWN,Colonial,Detached,4,2,1,3,1,Yes,7056,1977,4,4,5/10/2021,"$501,000 ",
Closed,MDMC742520,11611 Mapleview Dr,"$450,000 ",CONNECTICUT GARDENS,Ranch/Rambler,Detached,3,2,,2,,Yes,8170,1951,6,6,3/31/2021,"$501,050 ",
Closed,MDMC738322,4216 Landgreen St,"$475,000 ",WHEATON WOODS,Ranch/Rambler,Detached,4,3,,2,,Yes,9750,1962,6,6,1/11/2021,"$501,250 ",
Closed,MDHW289434,5405 Storm Drift,"$465,000 ",VILLAGE OF LONG REACH,Ranch/Rambler,Detached,3,2,,1,1,No,8352,1971,5,5,3/10/2021,"$501,550 ",
Closed,MDMC751760,1706 Glenkarney Pl,"$459,000 ",NORTHBROOK ESTATES,Ranch/Rambler,Detached,3,1,1,2,1,Yes,7200,1954,5,5,5/14/2021,"$501,706 ",
Closed,MDHW294534,12351 Scaggsville Rd,"$443,000 ",FULTON,Bungalow,Detached,2,1,0,1,2,Yes,48352,1940,4,4,6/22/2021,"$502,000 ",
Closed,MDMC2000092,20401 Alderleaf Ter,"$509,000 ",CHURCHILL TOWN SECTOR,Colonial,Detached,3,2,2,3,1,Yes,5535,1983,4,4,3/30/2021,"$502,000 ",
Closed,MDMC745162,13229 Clifton Rd,"$450,000 ",BUCKLEY DOWNS,Ranch/Rambler,Detached,4,3,,2,1,Yes,22699,1964,5,5,3/25/2021,"$502,000 ",
Closed,MDHW291230,4001 Old Columbia Pike,"$500,000 ",ELLICOTT CITY,Colonial,Detached,4,2,,3,,Yes,7832,1910,36,36,5/17/2021,"$502,000 ",
Closed,MDHW293670,6249 Old Washington Rd,"$439,900 ",ELKRIDGE,Colonial,Detached,4,2,1,2,0,Yes,19691,1930,4,4,6/24/2021,"$502,000 ",
Closed,MDHW289532,5026 Round Tower Pl,"$469,000 ",LONGFELLOW,Colonial,Detached,5,2,2,3,1,Yes,8687,1968,4,4,3/5/2021,"$502,500 ",
Closed,MDHW293422,5716 Brothers Partnership Ct,"$475,000 ",PETER HARMONS ACRES,Colonial,Detached,4,2,1,3,1,Yes,14026,1987,5,5,5/28/2021,"$503,000 ",
Closed,MDMC742750,19121 N Pike Creek Pl,"$475,000 ",WHETSTONE,Colonial,Detached,4,2,1,3,1,Yes,8049,1969,5,5,2/25/2021,"$503,000 ",
Closed,MDMC744164,8649 Sedley Ct,"$489,900 ",FLOWER HILL,Traditional,Detached,3,3,1,3,1,Yes,12527,1984,6,6,3/15/2021,"$504,000 ","$4,000 "
Closed,MDAA457766,8410 Garfield Ave,"$489,900 ",COLONIAL PARK,Colonial,Detached,4,3,1,3,1,Yes,6000,2006,4,4,3/15/2021,"$504,000 ",
Closed,MDMC2000970,11809 Old Drovers Way,"$505,000 ",RANDOLPH HILLS,Traditional,Detached,3,2,,2,,Yes,7099,1954,0,0,4/9/2021,"$505,000 ",
Closed,MDMC752024,609 Denham Rd,"$450,000 ",BURGUNDY ESTATES,Split Foyer,Detached,4,2,,2,,Yes,7424,1963,6,6,5/14/2021,"$505,000 ",
Closed,MDMC745202,13008 Evanston St,"$449,900 ",WHEATON WOODS,Ranch/Rambler,Detached,5,2,,2,,Yes,7200,1952,7,7,3/31/2021,"$505,000 ",
Closed,MDMC739746,13020 Valleywood Dr,"$479,900 ",GREENWOOD KNOLLS,Split Level,Detached,4,2,,4,,Yes,9331,1956,3,3,2/5/2021,"$505,000 ",
Closed,MDMC747576,13100 Parkland Dr,"$450,000 ",WHEATON WOODS,Ranch/Rambler,Detached,3,2,,2,,Yes,8093,1952,6,6,5/11/2021,"$505,000 ",
Closed,MDHW290212,3468 Walker Dr,"$519,900 ",GLEN BROOK,Split Foyer,Detached,4,2,1,2,1,No,21518,1979,16,16,3/30/2021,"$505,000 ","$4,200 "
Closed,MDMC744656,2309 Ring St,"$495,000 ",TWINBROOK FOREST,Ranch/Rambler,Detached,5,2,,1.5,1,Yes,9052,1960,5,5,4/5/2021,"$505,000 ","$15,000 "
Closed,MDMC749234,503 Broadwood Dr,"$475,000 ",TWINBROOK FOREST,Cape Cod,Detached,4,2,,2,1,No,5828,1954,6,6,5/5/2021,"$505,000 ",
